Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
7/18/2017	11229	0				0	4					0.00					
8/21/2013	11230	0			2	20	7					0.00					
11/21/2013	11230	0			2	20	5					0.00					
8/19/2013	11232	0				0	5					0.00					
8/22/2013	11233	0			5	45						0.00					
8/22/2013	11234	0				0	6					0.00					
8/26/2013	11235	0			1	15	10					0.00					
8/28/2013	11236	0				0	4					0.00					
8/28/2013	11237	0			4	30	0					0.00					
8/27/2014	11237	0			4	30	8					0.00					
9/24/2014	11237	0			4	30	4					0.00					
10/21/2014	11237	0			4	30	20					0.00					
11/26/2014	11237	0			4	30	2					0.00					
12/17/2014	11237	0			4	30	5					0.00					
1/21/2015	11237	0			4	30	5					0.00					
2/24/2015	11237	0			4	30	2					0.00					
3/24/2015	11237	0			4	30	2					0.00					
4/29/2015	11237	0			4	30	5					0.00					
5/27/2015	11237	0			4	30	1					0.00					
6/30/2015	11237	0			4	30	1					0.00					
7/29/2015	11237	0			4	30	1					0.00					
8/26/2015	11237	0			4	30	0					0.00					
10/27/2015	11237	0			4	30	4					0.00					
11/24/2015	11237	0			4	30	4					0.00					
1/5/2016	11237	0			4	30	6					0.00					
2/3/2016	11237	0			4	30	6					0.00					
3/30/2016	11237	0			4	30	6					0.00					
4/20/2016	11237	0			4	30	0					0.00					
6/29/2016	11237	0			4	30	3					0.00					
12/7/2016	11237	0			2	20	4					0.00					
1/4/2017	11237	0			4	30	1					0.00					
8/29/2013	11238	0			1	15	1					0.00					
8/27/2013	11239	0				0	10					0.00					
8/27/2013	11240	0			4	30	18					0.00					
8/30/2013	11241	0				0	5					0.00					
8/27/2013	11242	0			2	20	5					0.00					
8/28/2013	11243	0			1	15	3					0.00					
8/28/2013	11244	0			3	25	4					0.00					
9/24/2013	11244	0			2	20	1					0.00					
8/27/2013	11245	0			3	25	10					0.00					
7/28/2014	11245	0			3	25	2					0.00					
7/1/2015	11245	0			3	25	10					0.00					
8/2/1931	11246	0			4	30	16					0.00					
8/26/2013	11246	0			5	45	3					0.00					
10/29/2013	11246	0			4	30	5					0.00					
11/26/2013	11246	0			4	30	16					0.00					
1/6/2014	11246	0			4	30	12					0.00					
2/3/2014	11246	0			4	30	4					0.00					
8/28/2014	11246	0			4	30	9					0.00					
10/28/2014	11246	0			4	30	23					0.00					
12/17/2014	11246	0			4	30						0.00					
8/26/2015	11246	0			4	30	16					0.00					
9/30/2015	11246	0			4	30	9					0.00					
10/21/2015	11246	0			4	30	13					0.00					
12/8/2015	11246	0			4	30	21					0.00					
1/11/2016	11246	0			4	30	4					0.00					
2/11/2016	11246	0			4	30	25					0.00					
3/14/2016	11246	0			4	30	25					0.00					
4/13/2016	11246	0			4	30	17					0.00					
5/16/2016	11246	0			4	30	19					0.00					
6/15/2016	11246	0			4	30	12					0.00					
9/20/2016	11246	0			4	30	16					0.00					
10/25/2016	11246	0			4	30	14					0.00					
12/7/2016	11246	0			4	30	19					0.00					
1/23/2017	11246	0			4	30	14					0.00					
2/22/2017	11246	0			4	30	21					0.00					
3/22/2017	11246	0			4	30	17					0.00					
4/24/2017	11246	0			4	30	20					0.00					
5/22/2017	11246	0			4	30	17					0.00					
6/27/2017	11246	0			4	30	18					0.00					
7/25/2017	11246	0			4	30	18					0.00					
8/23/2017	11246	0			4	38	14					0.00					
9/21/2017	11246	0			4	38	8					0.00					
10/19/2017	11246	0			4	38	14					0.00					
11/18/2017	11246	0			4	38	15					0.00					
12/15/2017	11246	0			4	38	14					0.00					
2/8/2018	11246	0			4	45	12					0.00					
3/15/2018	11246	0			5	45	16					0.00					
5/25/2018	11246	0			5	45	15					0.00					
6/28/2018	11246	0			5	45	15					0.00					
7/25/2018	11246	0			5	45	24					0.00					
8/27/2018	11246	0			5	45	20					0.00					
10/2/2018	11246	0			5	45	15					0.00					
11/1/2018	11246	0			5	45	24					0.00					
12/3/2018	11246	0			5	45	21					0.00					
2/1/2019	11246	0			5	45	17					0.00					
5/17/2019	11246	0			5	45	18					0.00					
8/29/2013	11247	0			2	20	0					0.00					
8/28/2013	11248	0				0	4					0.00					
9/23/2013	11248	0				0	9					0.00					
8/27/2013	11249	0			1	15	5					0.00					
8/30/2013	11250	0				0	0					0.00					
2/19/2014	11250	0			1	15						0.00					
5/22/2014	11250	0			1	15	2					0.00					
6/26/2014	11250	0			1	15	1					0.00					
7/24/2014	11250	0			1	15	10					0.00					
8/28/2014	11250	0			1	15	2					0.00					
9/29/2014	11250	0			1	15	2					0.00					
11/17/2014	11250	0			1	15	0					0.00					
4/11/2016	11250	0				0	0					0.00					
9/21/2016	11250	0			1	15						0.00					
8/27/2013	11251	0			2	20	5					0.00					
11/19/2013	11251	0			2	20	4					0.00					
3/17/2016	11251	0			2	20	1					0.00					
5/2/2016	11251	0			2	20	5					0.00					
9/6/2017	11251	0			1	18	3					0.00					
11/14/2017	11251	0				0	2					0.00					
3/14/2018	11251	0			1	18	6					0.00					
8/30/2013	11252	0				0	3					0.00					
10/16/2013	11252	0			1	15	1					0.00					
8/28/2013	11253	0			3	25	15					0.00					
9/24/2013	11253	0			1	15	8					0.00					
9/3/2013	11255	0			1	15	8					0.00					
9/3/2013	11256	0			4	30	15					0.00					
2/18/2014	11256	0			4	30	10					0.00					
9/3/2013	11257	0			1	15	10					0.00					
12/4/2017	11257	0				0	5					0.00					
12/11/2017	11257	0				0	4					0.00					
1/15/2018	11257	0				0	5					0.00					
2/6/2018	11257	0				0	5					0.00					
8/14/2018	11257	0			1	18	4					0.00					
9/3/2013	11258	0			1	15						0.00					
7/14/2015	11258	0			1	15	4					0.00					
7/27/2015	11258	0				0	6					0.00					
8/10/2015	11258	0				0	6					0.00					
8/12/2015	11258	0			1	15	6					0.00					
10/10/2017	11258	0			1	18	3					0.00					
9/9/2013	11259	0			1	15	7					0.00					
5/19/2014	11259	0			1	15	3					0.00					
10/20/2016	11259	0			1	15	7					0.00					
1/30/2017	11259	0			1	15	6					0.00					
5/22/2017	11259	0			2	20	0					0.00					
1/9/2018	11259	0			1	18	4					0.00					
2/13/2018	11259	0			1	18	1					0.00					
5/15/2018	11259	0			1	18	5					0.00					
1/3/2019	11259	0				0	1					0.00					
9/5/2013	11260	0			5	45	8					0.00					
9/4/2013	11261	0			1	15	4					0.00					
9/5/2013	11262	0			4	30	4					0.00					
3/17/2014	11262	0			1	15	2					0.00					
3/21/2016	11262	0			1	15	3					0.00					
5/8/2017	11262	0				0	7					0.00					
10/11/2017	11262	0			3	28	6					0.00					
9/4/2013	11263	0			3	25	5					0.00					
5/24/2017	11263	0			1	15	0					0.00					
8/1/2017	11263	0			1	15	3					0.00					
2/21/2018	11263	0			1	18	3					0.00					
9/4/2013	11264	0			4	30	12					0.00					
9/5/2013	11265	0			5	45	10					0.00					
9/4/2013	11266	0				0	20					0.00					
12/10/2015	11267	0				0	7					0.00					
9/4/2013	11268	0			1	15	0					0.00					
9/9/2013	11269	0				0	10					0.00					
9/20/2013	11269	0				0	0					0.00					
5/27/2014	11269	0			4	30	25					0.00					
7/8/2014	11269	0				0	7					0.00					
4/9/2015	11269	0			1	15	8					0.00					
12/10/2015	11269	0			2	25	20					0.00					
6/13/2016	11269	0			1	15	10					0.00					
2/16/2017	11269	0				0	10					0.00					
5/2/2017	11269	0				0	9					0.00					
5/24/2017	11269	0			1	15	10					0.00					
6/22/2017	11269	0			1	15	7					0.00					
11/7/2017	11269	0			1	18	7					0.00					
1/16/2018	11269	0			1	18	8					0.00					
3/5/2018	11269	0			1	18	6					0.00					
5/31/2018	11269	0			1	18	7					0.00					
8/1/2018	11269	0			1	18	6					0.00					
10/19/2018	11269	0			1	18	7					0.00					
11/7/2018	11269	0			1	18	7					0.00					
2/20/2019	11269	0			6	53	0					0.00					
3/5/2019	11269	0				0	5					0.00					
4/11/2019	11269	0			1	18	5					0.00					
6/20/2019	11269	0			1	18	7					0.00					
7/10/2019	11269	0			1	18	6					0.00					
9/9/2013	11270	0			1	15	10					0.00					
4/1/2001	11271	0			2	20	13					0.00					
9/5/2013	11271	0			2	20	9					0.00					
10/2/2013	11271	0			2	20	2					0.00					
11/4/2013	11271	0			2	20	3					0.00					
5/6/2014	11271	0			2	20	7					0.00					
12/18/2014	11271	0			2	20	7					0.00					
1/22/2015	11271	0			2	20	8					0.00					
2/24/2015	11271	0			2	20	2					0.00					
4/30/2015	11271	0			2	20	2					0.00					
6/16/2015	11271	0			2	20						0.00					
10/13/2015	11271	0			2	20	15					0.00					
12/15/2015	11271	0			2	20	9					0.00					
9/8/2016	11271	0			2	20	3					0.00					
6/6/2017	11271	0			2	20	8					0.00					
9/9/2013	11272	0				0	4					0.00					
10/24/2013	11273	0			3	25	11					0.00					
9/9/2014	11273	0			3	25	9					0.00					
9/10/2013	11274	0			2	20	8					0.00					
9/10/2013	11275	0			2	20	5					0.00					
4/30/2014	11275	0			1	15	8					0.00					
8/27/2014	11275	0			1	15	8					0.00					
11/19/2014	11275	0			1	15	3					0.00					
9/10/2013	11276	0				0	0					0.00					
9/9/2013	11277	0				0	5					0.00					
10/30/2013	11277	0				0	3					0.00					
3/10/2014	11277	0				0	6					0.00					
7/11/2014	11277	0				0	3					0.00					
9/9/2013	11278	0				0	6					0.00					
9/23/2013	11278	0				0	8					0.00					
9/10/2013	11279	0			1	15	5					0.00					
12/3/2013	11279	0			1	15	8					0.00					
1/21/2014	11279	0			1	5	1					0.00					
2/20/2014	11279	0			1	15	10					0.00					
3/24/2014	11279	0			1	15	10					0.00					
4/24/2014	11279	0			1	15	9					0.00					
7/15/2014	11279	0			1	15	2					0.00					
9/9/2013	11281	0				0	4					0.00					
10/8/2013	11281	0			1	15	1					0.00					
12/24/2013	11281	0			1	15	7					0.00					
1/27/2014	11281	0			1	15	9					0.00					
2/24/2014	11281	0			1	15	10					0.00					
3/27/2014	11281	0			1	15	7					0.00					
5/13/2014	11281	0			1	15	7					0.00					
2/18/2019	11281	0			1	18	5					0.00					
5/20/2019	11281	0			1	18	2					0.00					
9/16/2013	11282	0			2	20	15					0.00					
10/16/2013	11282	0			2	20	15					0.00					
11/18/2013	11282	0			2	20	15					0.00					
12/16/2013	11282	0			2	20	15					0.00					
3/17/2014	11282	0			2	20	10					0.00					
5/19/2014	11282	0			2	20	7					0.00					
7/15/2014	11282	0			2	20	5					0.00					
9/15/2014	11282	0			2	20	5					0.00					
10/13/2014	11282	0			2	20	15					0.00					
12/10/2014	11282	0			2	20	12					0.00					
1/7/2015	11282	0			2	20	15					0.00					
2/10/2015	11282	0			2	20	15					0.00					
7/9/2015	11282	0			2	20	1					0.00					
8/26/2015	11282	0			2	20	4					0.00					
10/7/2015	11282	0			2	20	2					0.00					
2/8/2016	11282	0			2	20	9					0.00					
3/7/2016	11282	0			2	20	2					0.00					
4/6/2016	11282	0			2	20	2					0.00					
6/8/2016	11282	0			2	20	6					0.00					
8/10/2016	11282	0			2	20	9					0.00					
9/9/2013	11283	0				0	4					0.00					
9/23/2013	11283	0				0	0					0.00					
9/12/2013	11284	0			4	30	4					0.00					
9/11/2013	11285	0			4	30	25					0.00					
9/11/2013	11286	0				0	0					0.00					
9/16/2013	11287	0				0	6					0.00					
9/9/2013	11288	0				0	4					0.00					
1/9/2014	11288	0				0	5					0.00					
9/17/2014	11288	0			1	15	3					0.00					
2/23/2015	11288	0			1	15	7					0.00					
5/28/2015	11288	0			1	15	3					0.00					
10/8/2015	11288	0			1	15	8					0.00					
11/30/2015	11288	0				0	7					0.00					
6/7/2016	11288	0				0	5					0.00					
11/14/2016	11288	0			1	15	3					0.00					
1/26/2018	11288	0			1	18	3					0.00					
10/30/2013	11289	0				0	2					0.00					
1/27/2014	11289	0			1	15	9					0.00					
3/13/2014	11289	0			1	15	2					0.00					
9/9/2013	11290	0				0	10					0.00					
10/11/2013	11290	0				0	3					0.00					
10/30/2013	11290	0				0	4					0.00					
11/4/2013	11290	0				0	3					0.00					
9/12/2013	11291	0			7	60	5					0.00					
9/16/2013	11292	0			1	15	0					0.00					
11/10/2015	11292	0			1	15	4					0.00					
9/11/2013	11293	0			1	15	10					0.00					
9/17/2013	11295	0			4	30						0.00					
9/17/2013	11296	0			2	20	4					0.00					
9/17/2013	11297	0			4	30	22					0.00					
9/17/2013	11298	0			1	15						0.00					
10/9/2013	11299	0			4	30	21					0.00					
9/20/2013	11300	0				0	0					0.00					
10/18/2013	11300	0				0	5					0.00					
2/10/2014	11300	0				0	0					0.00					
4/14/2014	11300	0				0	2					0.00					
9/18/2013	11301	0			3	25						0.00					
9/18/2013	11302	0			2	20	9					0.00					
8/6/2015	11302	0			2	20	14					0.00					
8/16/2016	11302	0			2	20	6					0.00					
9/18/2013	11303	0				0	9					0.00					
9/19/2013	11304	0			1	15	1					0.00					
9/19/2013	11305	0			2	20	5					0.00					
1/15/2014	11305	0			1	15	4					0.00					
4/1/2014	11305	0			2	20	1					0.00					
4/29/2014	11305	0			2	20	4					0.00					
10/4/2013	11306	0				0	10					0.00					
10/18/2013	11306	0				0	10					0.00					
11/7/2013	11306	0			1	15	2					0.00					
4/14/2014	11306	0				0	3					0.00					
4/30/2014	11306	0				0	10					0.00					
6/23/2014	11306	0				0	7					0.00					
10/20/2014	11306	0				0	7					0.00					
7/13/2015	11306	0				0	4					0.00					
7/20/2015	11306	0				0	4					0.00					
8/3/2015	11306	0				0	2					0.00					
9/23/2013	11307	0			3	25	16					0.00					
10/24/2013	11307	0			3	25	20					0.00					
12/5/2013	11307	0			3	25	22					0.00					
1/23/2014	11307	0			3	25	25					0.00					
2/24/2014	11307	0			3	25	20					0.00					
3/31/2014	11307	0			3	25	20					0.00					
5/29/2014	11307	0			3	25	20					0.00					
6/30/2014	11307	0			3	25	19					0.00					
8/4/2014	11307	0			3	25	20					0.00					
3/6/2017	11307	0			3	25	12					0.00					
4/11/2017	11307	0			3	25	18					0.00					
5/8/2017	11307	0			3	25	20					0.00					
6/6/2017	11307	0			3	25	13					0.00					
7/6/2017	11307	0			3	25	6					0.00					
10/23/2018	11307	0			4	38	13					0.00					
11/20/2018	11307	0			4	38	10					0.00					
9/23/2013	11308	0				0	1					0.00					
10/2/2014	11308	0			1	15						0.00					
9/23/2013	11309	0				0	4					0.00					
9/24/2013	11310	0			5	45	25					0.00					
10/30/2013	11310	0			5	45	21					0.00					
1/23/2014	11310	0			5	45	16					0.00					
4/8/2014	11310	0			5	45	24					0.00					
6/30/2014	11310	0			5	45	14					0.00					
9/30/2014	11310	0			5	45	11					0.00					
3/19/2015	11310	0			6	50	25					0.00					
6/16/2015	11310	0			3	25	6					0.00					
9/24/2013	11311	0			1	15	10					0.00					
12/19/2013	11311	0			1	15	2					0.00					
1/23/2014	11311	0			1	15	4					0.00					
3/5/2014	11311	0			1	15	4					0.00					
5/14/2014	11311	0			1	15	4					0.00					
6/10/2014	11311	0			1	15						0.00					
8/6/2014	11311	0			1	15	1					0.00					
9/16/2014	11311	0			1	15						0.00					
10/28/2014	11311	0			1	15	2					0.00					
12/24/2014	11311	0			1	15	2					0.00					
1/29/2015	11311	0			1	15	1					0.00					
3/26/2015	11311	0			1	15	2					0.00					
5/12/2015	11311	0			1	15	3					0.00					
7/8/2015	11311	0			1	15	3					0.00					
9/15/2015	11311	0			1	15						0.00					
9/22/2016	11311	0			1	15	2					0.00					
11/23/2016	11311	0			1	15	2					0.00					
11/9/2017	11311	0			1	18	4					0.00					
7/16/2018	11311	0			1	18	4					0.00					
11/13/2018	11311	0			1	18	4					0.00					
9/24/2013	11312	0			2	20	5					0.00					
9/26/2013	11313	0			1	15	9					0.00					
12/17/2013	11313	0			2	20	10					0.00					
9/25/2013	11314	0			2	20	5					0.00					
10/23/2013	11314	0			2	20	8					0.00					
11/19/2013	11314	0			2	20	15					0.00					
1/8/2014	11314	0			3	25	9					0.00					
3/11/2014	11314	0			3	25	17					0.00					
9/25/2013	11315	0			1	15	4					0.00					
9/23/2013	11316	0				0	2					0.00					
9/30/2013	11317	0			1	15						0.00					
11/4/2013	11317	0			1	15	8					0.00					
1/2/2014	11317	0			1	156						0.00					
3/3/2014	11317	0			1	15	9					0.00					
5/5/2014	11317	0			1	15	6					0.00					
8/6/2014	11317	0			1	15						0.00					
3/23/2015	11317	0			1	15	10					0.00					
4/23/2015	11317	0			1	15	4					0.00					
6/8/2015	11317	0			1	15	6					0.00					
1/4/2016	11317	0			1	15	8					0.00					
1/12/2016	11317	0			1	15	2					0.00					
3/15/2016	11317	0			1	15	0					0.00					
5/2/2016	11317	0			1	15	8					0.00					
6/6/2016	11317	0			1	15	2					0.00					
7/5/2016	11317	0			1	15	3					0.00					
8/15/2016	11317	0			1	15	2					0.00					
11/14/2016	11317	0			1	15	4					0.00					
2/15/2017	11317	0			1	15	0					0.00					
11/7/2017	11317	0			1	18	3					0.00					
9/26/2013	11318	0			4	30	11					0.00					
4/16/2015	11318	0			5	45	11					0.00					
7/16/2015	11318	0			5	45	8					0.00					
2/2/2016	11318	0			5	45	8					0.00					
3/10/2016	11318	0			5	45	7					0.00					
10/27/2016	11318	0			6	50	16					0.00					
12/22/2016	11318	0			6	50	8					0.00					
9/26/2013	11319	0			1	15	10					0.00					
11/4/2013	11319	0			1	15	10					0.00					
2/5/2014	11319	0			1	15	10					0.00					
9/26/2013	11320	0			1	15	7					0.00					
11/4/2013	11320	0			1	15	4					0.00					
12/3/2013	11320	0			1	15	2					0.00					
1/21/2014	11320	0			1	15	4					0.00					
3/20/2014	11320	0			2	20	6					0.00					
4/30/2014	11320	0			1	15	5					0.00					
5/21/2014	11320	0			2	20	10					0.00					
9/26/2013	11321	0			4	30	5					0.00					
2/27/2014	11321	0			4	30	17					0.00					
4/2/2014	11321	0			4	30	5					0.00					
5/6/2014	11321	0			4	30	20					0.00					
6/4/2014	11321	0			4	30	8					0.00					
7/3/2014	11321	0			4	30						0.00					
10/7/2014	11321	0			4	30	3					0.00					
11/12/2014	11321	0			4	30	5					0.00					
12/15/2014	11321	0			4	30	3					0.00					
1/21/2015	11321	0			4	30	3					0.00					
3/10/2015	11321	0			4	30	4					0.00					
4/14/2015	11321	0			4	30	2					0.00					
5/12/2015	11321	0			4	30	3					0.00					
7/14/2015	11321	0			4	30	7					0.00					
9/1/2015	11321	0			4	30	10					0.00					
9/28/2015	11321	0			4	30	7					0.00					
10/29/2015	11321	0			4	30	2					0.00					
11/30/2015	11321	0			4	50	4					0.00					
2/3/2016	11321	0			4	30	0					0.00					
3/14/2016	11321	0			4	30	4					0.00					
4/18/2016	11321	0			4	30	2					0.00					
5/19/2016	11321	0			4	30	5					0.00					
6/23/2016	11321	0			4	30	2					0.00					
9/20/2016	11321	0			4	30	10					0.00					
8/10/2017	11321	0			4	30	4					0.00					
11/30/2017	11321	0			4	38	5					0.00					
9/23/2013	11322	0				0	10					0.00					
10/18/2013	11322	0				0	9					0.00					
11/4/2013	11322	0				0	9					0.00					
12/11/2013	11322	0				0	10					0.00					
12/23/2013	11322	0				0	10					0.00					
1/17/2014	11322	0				0	10					0.00					
2/10/2014	11322	0				0	10					0.00					
2/24/2014	11322	0				0	9					0.00					
6/13/2014	11322	0				0	6					0.00					
7/5/2014	11322	0				0	11					0.00					
8/18/2014	11322	0				0	10					0.00					
9/8/2014	11322	0				0	10					0.00					
9/22/2014	11322	0				0	9					0.00					
10/31/2014	11322	0				0	7					0.00					
11/10/2014	11322	0				0	9					0.00					
11/23/2014	11322	0				0	6					0.00					
12/8/2014	11322	0				0	10					0.00					
12/22/2014	11322	0				0	9					0.00					
1/23/2015	11322	0				0	10					0.00					
2/9/2015	11322	0				0	10					0.00					
2/23/2015	11322	0				0	10					0.00					
3/6/2015	11322	0				0	10					0.00					
3/30/2015	11322	0				0	8					0.00					
4/15/2015	11322	0				0	10					0.00					
6/29/2015	11322	0				0	9					0.00					
7/27/2015	11322	0				0	6					0.00					
9/28/2015	11322	0				0	8					0.00					
10/12/2015	11322	0				0	10					0.00					
11/2/2015	11322	0			1	15		0				0.00					
11/16/2015	11322	0				0	5					0.00					
12/21/2015	11322	0				0	10					0.00					
2/23/2016	11322	0			1	15	10					0.00					
9/21/2016	11322	0			1	15	10					0.00					
4/6/2017	11322	0				0	6					0.00					
4/28/2017	11322	0				0	7					0.00					
5/25/2017	11322	0				0	6					0.00					
6/9/2017	11322	0				0	8					0.00					
7/31/2017	11322	0				0	6					0.00					
8/29/2017	11322	0				0	5					0.00					
9/12/2017	11322	0				0	5					0.00					
12/18/2017	11322	0				0	5					0.00					
5/22/2018	11322	0			1	18	5					0.00					
10/17/2018	11322	0			1	18	6					0.00					
11/13/2018	11322	0			1	18	5					0.00					
12/12/2018	11322	0			1	18	5					0.00					
2/22/2019	11322	0			1	18	7					0.00					
4/16/2019	11322	0			1	18	5					0.00					
5/13/2019	11322	0			1	18	10					0.00					
6/12/2019	11322	0			1	18	6					0.00					
9/30/2013	11323	0			4	30	23					0.00					
11/5/2013	11323	0			4	30	9					0.00					
1/14/2014	11323	0			4	30	10					0.00					
2/25/2014	11323	0			4	30	13					0.00					
4/7/2014	11323	0			4	30	8					0.00					
6/3/2014	11323	0			4	30	10					0.00					
8/12/2014	11323	0			4	30	15					0.00					
9/29/2014	11323	0			4	30	16					0.00					
11/19/2014	11323	0			4	30	5					0.00					
2/18/2015	11323	0			4	30	11					0.00					
4/15/2015	11323	0			4	30	9					0.00					
5/20/2015	11323	0			4	30	6					0.00					
6/24/2015	11323	0			4	30	6					0.00					
12/9/2015	11323	0			4	30	6					0.00					
1/25/2016	11323	0				0	9					0.00					
9/30/2013	11324	0			4	30	20					0.00					
12/16/2013	11324	0			4	30	20					0.00					
12/23/2014	11324	0				0	15					0.00					
9/23/2013	11325	0				0	12					0.00					
6/27/2016	11325	0			3	25	16					0.00					
